"koddz","prywatna","zam_miasto","zam_wies","zam_liczba","wiek_m","wiek_o","edu_o","edu_m","prestiz_m","prestiz_o","dochod_g","bieda","wynik"
0077013C,1,1,0,1,42,45,0,1,38.18,38.18,62500.5,0,48.724
0077014C,1,0,1,1,37,36,1,0,38.18,53.5,62500.5,0,36.735
0077018C,1,1,0,1,38,39,0,0,38.18,53.5,150000.5,0,58.773
0077020C,1,1,0,1,43,39,1,0,57.83,64.89,87500.5,0,64.139
0077023C,1,1,0,1,42,44,0,0,38.18,37.67,150000.5,0,60.922
0077024C,1,1,0,1,48,53,0,0,38.18,53.5,150000.5,0,57.761
0078002C,0,0,0,1,47,53,1,0,62.87,62.87,150000.5,0,77.34
0078003C,0,1,0,1,36,38,1,0,38.18,39.2,37500.5,0,59.897
0078006C,0,1,0,1,38,29,1,0,34.95,53.5,45000.5,0,73.278
0078009C,0,1,0,3,42,42,0,0,63.43,64.89,150000.5,0,56.409
0078010C,0,1,0,1,40,46,0,0,61.56,34.95,87500.5,0,65.232
0078013C,0,1,0,4,37,40,0,0,35.78,35.78,200001,0,55.909
0078014C,0,1,0,1,35,38,1,1,34.95,48.69,87500.5,0,49.953
0078015C,0,1,0,1,45,51,1,1,34.95,39.2,45000.5,0,52.416
0078016C,0,0,0,1,45,50,0,0,52.54,39.2,87500.5,0,63.337
0078021C,0,1,0,1,41,60,0,0,63.43,34.95,62500.5,0,63.498
0078022C,0,1,0,1,42,42,0,0,63.43,53.5,150000.5,0,58.212
0078023C,0,1,0,1,40,44,1,1,35.78,34.95,87500.5,0,50.159
0080002C,0,0,0,2,38,39,0,1,34.95,77.5,45000.5,0,65.916
0080020C,0,0,0,1,41,48,0,0,38.18,33.42,62500.5,0,58.652
0081002C,0,0,1,1,41,44,0,0,59,38.18,87500.5,0,56.101
0081003C,0,1,0,1,37,39,0,0,38.18,53.5,87500.5,0,66.778
0081008C,0,0,0,1,52,38,0,0,61.56,64.89,150000.5,0,56.549
0081009C,0,1,0,1,44,41,0,0,35.78,53.5,150000.5,0,49.786
0081011C,0,1,0,1,43,39,0,0,53.5,53.5,200001,0,69.312
0081015C,0,1,0,1,48,51,0,0,63.43,61.56,87500.5,0,42.323
0081018C,0,0,0,1,44,37,0,0,53.5,62.87,150000.5,0,65.029
0081019C,0,1,0,1,47,52,0,0,63.43,53.5,200001,0,45.248
0081020C,0,1,0,1,43,41,0,0,63.43,35.78,87500.5,0,39.609
0083001C,0,0,0,1,42,42,0,0,38.18,35.92,37500.5,0,38.913
0083002C,0,0,1,1,37,56,0,0,34.95,53.5,87500.5,0,53.021
0083006C,0,0,0,2,42,42,0,0,34.95,34.95,37500.5,0,49.053
0083007C,0,1,0,1,38,36,1,1,38.18,53.5,87500.5,0,39.856
0083008C,0,0,1,2,37,42,0,0,61.56,33.42,37500.5,1,32.961
0083012C,0,0,0,1,38,36,1,1,33.42,33.42,45000.5,0,35.664
0083014C,0,0,0,1,46,32,1,1,33.42,33.42,22500.5,1,51.534
0083016C,0,0,0,1,51,49,1,0,29.6,38.18,62500.5,0,40.698
0083017C,0,0,1,1,28,28,1,1,34.95,35.92,27500.5,1,35.224
0083018C,1,0,0,1,31,35,1,1,33.42,29.6,45000.5,0,34.705
0084002C,0,0,0,1,31,38,1,1,35.78,39.2,22500.5,1,32.813
0084006C,0,0,0,1,43,40,1,0,38.18,35.63,32500.5,0,44.595
0084016C,0,1,0,1,40,43,0,0,62.87,59,87500.5,0,51.05
0084018C,0,1,0,1,47,43,0,0,53.5,53.5,150000.5,0,46.859
0084020C,0,0,0,1,39,43,0,0,34.95,53.5,62500.5,0,54.571
0084023C,0,1,0,1,48,46,0,0,53.5,62.87,150000.5,0,53.055
0085001C,1,1,0,1,41,44,0,0,35.78,39.2,27500.5,0,49.341
0085004C,1,1,0,1,38,39,0,0,61.56,35.92,62500.5,0,52.642
0085005C,1,1,0,1,39,39,0,0,34.95,53.5,150000.5,0,48.657
0085006C,1,1,0,1,44,34,1,1,38.18,34.95,62500.5,0,35.858
0085008C,1,1,0,1,44,44,0,0,34.95,35.78,87500.5,0,62.048
0085010C,1,1,0,1,39,39,0,0,63.43,35.78,150000.5,0,46.944
0085012C,1,1,0,1,38,45,0,0,63.43,63.43,150000.5,0,58.256
0085016C,1,1,0,1,38,39,0,0,53.5,35.78,150000.5,0,52.635
0085017C,1,1,0,1,45,46,0,0,53.5,39.2,150000.5,0,62.447
0085018C,1,1,0,1,45,48,0,0,62.87,53.5,200001,0,60.94
0085019C,1,1,0,1,39,41,0,0,53.5,53.5,87500.5,0,51.104
0085020C,1,1,0,1,42,46,0,1,38.18,33.42,62500.5,0,45.96
0085022C,1,1,0,1,40,39,0,0,61.56,35.78,87500.5,0,60.386
0085024C,1,1,0,1,44,43,0,0,38.18,48.69,87500.5,0,60.479
0089003C,0,1,0,1,42,42,1,1,38.18,38.18,62500.5,0,57.984
0089004C,0,1,0,1,48,48,1,0,34.95,39.2,150000.5,0,51.895
0089006C,0,1,0,1,38,39,0,0,53.5,53.5,87500.5,0,57.582
0089008C,0,1,0,1,48,47,0,0,63.43,53.5,87500.5,0,43.732
0089009C,0,0,0,1,33,42,1,1,34.95,39.2,17500.5,1,38.785
0089011C,0,1,0,1,42,42,0,0,38.18,48.69,150000.5,0,54.792
0089012C,0,1,0,1,42,46,0,0,61.56,35.78,150000.5,0,57.605
0089013C,0,1,0,1,38,42,0,1,38.18,33.42,87500.5,0,44.449
0089015C,0,1,0,1,48,47,0,0,63.43,34.95,150000.5,0,60.757
0089021C,0,1,0,1,32,34,0,0,38.18,63.43,200001,0,43.64
0093005C,0,1,0,1,43,45,0,0,34.95,35.78,87500.5,0,39.824
0093007C,0,1,0,1,40,40,1,0,38.18,35.78,150000.5,0,53.265
0093010C,0,1,0,1,33,38,1,0,34.95,35.78,87500.5,0,47.827
0093011C,0,1,0,1,40,40,0,0,53.5,35.78,150000.5,0,50.958
0093013C,0,1,0,1,39,43,0,1,38.18,35.92,62500.5,0,51.521
0093018C,0,1,0,1,42,40,1,0,61.56,39.18,87500.5,0,65.403
0093021C,0,1,0,2,42,44,0,0,53.5,53.5,200001,0,43.264
0093023C,0,1,0,1,38,38,1,0,63.43,39.18,87500.5,0,43.857
0093024C,0,1,0,1,42,45,1,0,48.69,35.78,150000.5,0,43.31
0095004C,0,1,0,1,39,39,0,0,38.18,64.89,87500.5,0,49.514
0095005C,0,1,0,1,42,52,0,0,63.43,34.95,87500.5,0,56.545
0095007C,0,1,0,1,45,46,1,1,35.92,35.78,62500.5,0,46.892
0095010C,0,0,0,1,39,40,0,0,63.43,34.95,150000.5,0,60.882
0095015C,0,1,0,1,35,35,0,0,38.18,39.18,62500.5,0,60.29
0095017C,0,1,0,1,43,49,1,0,48.69,33.42,62500.5,0,39.626
0095020C,0,0,0,1,45,53,0,0,57.83,35.63,62500.5,0,52.195
0095022C,0,0,0,1,42,42,0,0,35.78,39.2,45000.5,0,54.732
0098003C,0,0,1,1,37,37,0,0,38.18,34.95,12500.5,1,42.353
0098017C,0,0,1,1,39,44,0,0,48.69,33.42,62500.5,0,47.672
0099018C,0,0,0,1,31,36,1,1,35.78,35.78,45000.5,0,46.957
0101006C,0,0,0,1,32,34,1,1,38.18,35.78,27500.5,0,47.18
0101007C,0,0,0,1,30,45,0,1,37.67,38.18,32500.5,0,49.16
0101011C,0,0,1,1,43,38,1,1,34.95,37.67,22500.5,0,36.297
0101014C,0,0,0,1,28,31,1,0,53.5,38.18,45000.5,0,52.623
0101016C,0,0,0,1,29,35,0,0,38.18,39.2,17500.5,1,66.016
0103005C,0,0,0,1,28,29,1,1,62.87,34.95,37500.5,0,31.778
0103006C,0,0,0,1,40,41,0,0,34.95,39.2,32500.5,0,54.964
0104001C,1,0,0,1,39,38,1,1,35.78,38.18,22500.5,0,63.561
0104002C,1,0,0,1,42,43,0,0,53.5,48.69,87500.5,0,60.598
0104006C,1,1,0,1,36,36,0,0,35.78,53.5,150000.5,0,60.709
0104007C,1,0,0,1,46,46,1,1,53.5,35.92,27500.5,0,51.417
0104008C,1,1,0,1,34,38,1,1,34.95,52.54,22500.5,0,42.795
0110017C,0,0,1,1,33,45,0,0,61.56,61.56,87500.5,0,28.133
0110021C,0,0,1,2,28,28,1,0,38.18,35.78,22500.5,0,45.023
0113003C,0,0,0,1,44,47,0,0,61.56,48.69,87500.5,0,51.891
0114001C,1,0,0,1,40,30,1,0,34.95,35.78,27500.5,0,49.308
0114014C,0,0,0,2,28,27,1,0,38.18,35.78,45000.5,0,51.323
0115007C,0,0,0,1,30,40,0,1,38.18,35.78,27500.5,0,44.914
0115009C,0,0,0,1,39,56,1,0,35.78,39.2,7500.5,1,44.702
0115018C,0,0,0,1,37,42,0,1,38.18,35.78,62500.5,0,51.784
0115020C,0,0,0,1,42,37,1,1,34.95,38.18,22500.5,0,55.521
0115022C,0,0,1,1,30,32,0,0,38.18,63.43,45000.5,0,41.103
0116002C,0,1,0,1,42,44,0,0,35.78,53.5,200001,0,63.054
0116004C,0,1,0,1,42,43,0,0,63.43,59,200001,0,65.885
0116006C,0,1,0,1,42,42,0,0,59,59,200001,0,58.362
0116007C,0,0,0,1,38,44,1,1,34.95,53.5,62500.5,0,57.085
0116008C,0,1,0,1,48,48,0,0,53.5,53.5,150000.5,0,55.973
0116016C,0,1,0,1,35,39,1,1,38.18,39.2,27500.5,0,52.058
0116019C,0,1,0,1,46,44,0,0,53.5,38.18,87500.5,0,64.537
0116022C,0,1,0,1,39,42,0,0,59,59,150000.5,0,56.161
0116024C,0,1,0,1,39,37,0,0,52.54,59,62500.5,0,50.551
0117004C,0,0,0,1,42,43,1,0,62.87,53.5,87500.5,0,54.538
0117005C,0,0,0,1,37,43,1,0,38.18,53.5,62500.5,0,57.148
0117012C,0,0,0,1,43,44,1,1,38.18,33.42,32500.5,0,36.632
0117022C,0,0,0,1,40,48,0,0,38.18,39.2,45000.5,0,47.553
0118012C,0,0,0,1,41,50,1,0,38.18,35.78,12500.5,1,50.501
0118013C,0,0,0,1,35,37,1,1,63.43,35.92,37500.5,0,56.829
0118014C,0,0,0,1,40,40,1,0,38.18,39.18,62500.5,0,53.19
0118015C,0,0,0,1,39,48,0,0,38.18,33.42,37500.5,0,46.748
0118018C,0,0,0,1,44,47,0,0,35.78,33.42,22500.5,0,49.333
0118024C,0,0,0,2,38,42,1,1,38.18,33.42,45000.5,0,29.043
0119003C,1,0,1,1,47,48,0,1,34.95,35.92,32500.5,0,45.469
0119009C,1,0,1,1,34,39,0,0,34.95,53.5,87500.5,0,44.831
0119010C,1,0,0,1,45,48,0,0,61.56,77.5,150000.5,0,35.095
0119013C,1,0,0,1,25,32,1,0,63.43,34.95,62500.5,0,44.487
0119017C,1,0,0,2,36,46,0,0,34.95,34.95,17500.5,1,36.418
0119021C,1,0,0,1,41,41,0,0,53.5,34.95,87500.5,0,50.587
0120001C,1,0,1,1,34,37,0,0,52.54,53.5,62500.5,0,49.03
0120004C,1,0,0,2,31,38,0,1,34.95,35.78,37500.5,0,42.889
0120012C,1,0,0,1,37,42,0,0,35.78,35.92,45000.5,0,50.011
0120016C,1,0,0,1,40,37,1,0,38.18,34.95,87500.5,0,45.618
0120020C,1,0,0,1,38,37,1,0,38.18,34.95,62500.5,0,43.615
0120024C,1,1,0,1,41,47,1,0,38.18,35.92,62500.5,0,30.628
0122007C,1,1,0,1,43,39,1,0,57.83,35.92,87500.5,0,51.937
0122008C,1,1,0,1,39,40,0,0,63.43,39.18,87500.5,0,49.283
0122009C,1,1,0,1,47,43,0,0,38.18,53.5,87500.5,0,50.933
0122010C,1,0,0,1,40,40,1,0,59,34.95,150000.5,0,49.003
0122014C,0,1,0,1,46,46,0,0,53.5,33.42,150000.5,0,49.969
0122015C,1,1,0,1,37,43,1,0,38.18,34.95,45000.5,0,56.883
0122016C,1,1,0,1,39,49,0,0,53.5,35.92,87500.5,0,57.448
0122017C,1,1,0,1,44,45,0,1,34.95,53.5,150000.5,0,57.659
0122022C,1,1,0,1,35,35,0,1,38.18,34.95,87500.5,0,48.524
0122024C,1,1,0,1,51,60,0,1,34.95,53.5,62500.5,0,53.518
0124010C,0,0,1,1,48,55,0,1,34.95,34.95,45000.5,0,37.018
0124022C,0,0,1,1,35,45,1,1,57.83,39.2,37500.5,0,37.698
0125011C,0,0,1,1,36,46,0,0,63.43,53.5,32500.5,0,48.204
0125016C,0,0,1,1,42,44,1,1,34.95,39.2,17500.5,1,35.965
0128001C,0,0,0,1,47,54,1,0,35.92,35.92,45000.5,0,41.474
0128005C,0,1,0,1,43,40,0,1,34.95,35.78,62500.5,0,55.704
0128006C,0,1,0,1,37,38,1,1,38.18,39.2,87500.5,0,54.809
0128007C,0,0,0,1,34,37,0,0,38.18,35.78,62500.5,0,47.418
0128009C,0,1,0,1,37,38,1,0,53.5,39.2,87500.5,0,48.776
0128012C,0,1,0,1,43,43,0,0,61.56,39.2,87500.5,0,59.72
0128013C,0,0,0,1,34,37,1,1,34.95,38.18,62500.5,0,44.779
0128014C,0,1,0,1,28,28,0,0,53.5,39.18,150000.5,0,40.582
0128015C,0,1,0,1,42,43,1,1,38.18,39.18,62500.5,0,52.502
0128018C,0,1,0,1,35,37,1,0,34.95,39.2,37500.5,0,51.576
0131004C,0,0,0,1,35,39,0,0,61.56,48.69,87500.5,0,56.595
0131007C,0,1,0,1,46,52,1,1,38.18,34.95,27500.5,0,58.629
0131009C,0,0,1,1,35,36,0,0,35.78,53.5,45000.5,0,56.374
0131010C,0,0,0,1,29,31,1,1,35.78,35.78,62500.5,0,35.915
0131012C,0,1,0,1,44,44,0,0,63.43,63.43,150000.5,0,63.373
0131013C,0,0,0,1,35,50,0,1,35.78,34.95,27500.5,0,48.976
0131014C,0,1,0,1,39,40,0,0,64.89,53.5,150000.5,0,51.457
0131018C,0,0,1,1,44,49,0,1,63.43,61.56,62500.5,0,36.451
0131019C,0,0,1,1,31,30,1,0,35.78,35.92,22500.5,1,40.479
0131020C,0,0,1,1,71,62,1,0,61.56,38.18,62500.5,0,49.587
0132003C,0,1,0,1,39,36,0,0,35.78,59,87500.5,0,48.749
0132004C,0,0,0,1,42,42,0,0,38.18,57.83,62500.5,0,45.242
0132009C,0,1,0,1,40,40,0,0,35.78,72.1,87500.5,0,57.231
0132010C,0,1,0,1,57,39,0,0,59,52.54,62500.5,0,55.375
0132011C,0,1,0,1,41,40,0,0,63.43,48.69,87500.5,0,59.783
0132012C,0,1,0,1,43,43,0,0,77.5,77.5,62500.5,0,61.794
0132013C,0,1,0,1,46,54,0,0,61.56,77.5,150000.5,0,54.046
0132014C,0,1,0,1,45,49,1,0,35.78,39.2,62500.5,0,61.324
0132015C,0,1,0,1,47,48,1,0,61.56,53.5,62500.5,0,47.368
0132018C,0,1,0,1,47,46,0,0,63.43,53.5,150000.5,0,56.39
0132019C,0,1,0,1,45,44,0,1,38.18,35.78,62500.5,0,43.93
0132021C,0,1,0,1,44,37,0,0,35.78,62.87,150000.5,0,65.774
0133003C,0,1,0,1,49,48,0,0,77.5,35.78,150000.5,0,68.127
0133005C,0,1,0,1,32,30,1,1,38.18,39.2,62500.5,0,56.762
0133006C,0,1,0,1,36,38,0,0,61.56,53.5,87500.5,0,53.948
0133009C,0,1,0,1,37,41,0,0,38.18,53.5,45000.5,0,59.935
0133010C,0,1,0,1,40,41,0,0,63.43,48.69,62500.5,0,60.365
0133011C,0,1,0,1,38,45,1,1,34.95,33.42,32500.5,0,45.261
0133012C,0,1,0,1,34,34,1,0,35.78,53.5,45000.5,0,47.658
0133017C,0,1,0,1,34,40,1,0,63.43,39.2,62500.5,0,56.126
0133020C,0,1,0,1,42,48,1,1,34.95,35.92,27500.5,0,55.523
0133023C,0,1,0,1,36,49,0,0,38.18,64.89,62500.5,0,56.559
0134002C,0,1,0,1,35,39,0,0,34.95,53.5,62500.5,0,57.842
0134003C,0,1,0,1,45,42,1,1,35.92,33.42,62500.5,0,48.436
0134004C,0,1,0,1,38,39,0,0,53.5,35.78,87500.5,0,65.962
0134006C,0,1,0,1,41,43,0,0,61.56,35.78,87500.5,0,59.693
0134008C,0,0,0,1,41,41,1,1,38.18,53.5,45000.5,0,37.938
0134009C,0,1,0,1,43,42,1,1,34.95,34.95,32500.5,0,47.528
0134017C,0,1,0,1,38,41,0,0,38.18,33.42,62500.5,0,60.317
0134019C,0,1,0,1,41,51,0,1,37.67,38.18,45000.5,0,68.446
0134023C,0,1,0,1,35,41,0,1,34.95,34.95,87500.5,0,60.452
0134024C,0,1,0,1,48,38,1,1,61.56,39.18,45000.5,0,52.45
0136001C,0,0,0,2,39,36,0,0,61.56,48.69,62500.5,0,60.342
0136004C,0,1,0,1,36,41,0,1,53.5,35.78,87500.5,0,54.751
0136005C,0,1,0,1,31,33,1,0,53.5,35.92,62500.5,0,55.155
0136006C,0,1,0,1,45,47,0,0,63.43,35.78,62500.5,0,47.52
0136007C,0,1,0,1,40,44,1,0,33.42,35.92,45000.5,0,42.104
0136009C,0,1,0,2,31,31,0,1,34.95,34.95,27500.5,0,48.373
0136011C,0,1,0,1,31,43,0,0,38.18,35.78,150000.5,0,50.887
0136012C,0,1,0,2,33,38,1,1,34.95,35.92,32500.5,0,37.358
0136013C,0,0,0,2,34,39,0,1,53.5,34.95,37500.5,0,37.079
0136024C,0,1,0,2,33,33,1,1,34.95,39.2,32500.5,0,47.268
0142002C,1,1,0,1,38,37,0,0,61.56,35.78,62500.5,0,48.96
0142006C,1,1,0,1,28,34,0,0,48.69,34.95,62500.5,0,32.408
0142013C,1,1,0,1,42,42,0,0,53.5,39.18,45000.5,0,49.306
0142014C,1,1,0,1,46,47,0,1,33.42,48.69,87500.5,0,57.488
0142015C,1,1,0,1,40,43,0,0,38.18,34.95,87500.5,0,49.431
0142016C,1,1,0,1,42,42,1,1,35.78,64.89,12500.5,1,59.059
0142018C,1,1,0,1,49,50,0,0,61.56,38.18,87500.5,0,54.179
0142019C,1,1,0,1,43,44,0,0,57.83,48.69,45000.5,0,63.665
0142021C,1,1,0,1,39,50,1,0,61.56,39.18,37500.5,0,45.586
0143001C,0,0,0,1,42,43,0,0,61.56,35.92,87500.5,0,60.477
0143002C,0,0,0,1,44,47,0,1,35.78,52.54,32500.5,0,65.586
0143005C,0,1,0,1,37,39,0,0,38.18,38.18,150000.5,0,53.132
0143007C,0,0,0,1,36,44,0,0,48.69,62.87,62500.5,0,59.641
0143008C,0,0,0,1,34,38,1,1,52.54,34.95,22500.5,1,54.367
0143009C,0,0,0,1,42,43,1,0,61.56,35.92,87500.5,0,60.281
0143012C,0,0,0,1,42,45,0,0,38.18,48.69,62500.5,0,60.682
0143013C,0,1,0,1,27,36,1,0,57.83,48.69,87500.5,0,52.193
0143016C,0,0,0,1,46,54,0,0,38.18,33.42,45000.5,0,44.558
0143020C,0,1,0,1,43,43,0,0,61.56,53.5,62500.5,0,55.925
0143023C,0,1,0,1,47,43,0,1,38.18,63.43,87500.5,0,60.431
0144001C,1,0,0,1,41,44,0,0,61.56,53.5,150000.5,0,60.438
0144005C,1,0,0,1,36,36,1,0,57.83,39.18,62500.5,0,57.046
0144007C,1,1,0,1,44,47,0,0,38.18,38.18,45000.5,0,53.388
0144010C,1,0,0,1,42,43,0,0,53.5,48.69,150000.5,0,51.653
0144012C,1,1,0,1,39,41,0,0,57.83,48.69,62500.5,0,61.401
0144015C,1,1,0,1,42,41,0,0,53.5,34.95,87500.5,0,49.358
0144021C,1,1,0,1,41,41,0,0,38.18,53.5,87500.5,0,65.968
0144024C,1,1,0,1,48,47,0,0,61.56,39.18,87500.5,0,50.17
0145009C,0,1,0,1,33,49,0,0,63.43,48.69,150000.5,0,56.098
0145013C,1,0,0,1,42,42,0,0,63.43,34.95,150000.5,0,51.325
0145020C,0,0,0,1,46,48,0,0,53.5,39.2,150000.5,0,70.524
0147003C,0,1,0,1,29,41,0,0,53.5,64.89,200001,0,46.817
0147004C,0,1,0,1,45,42,1,0,53.5,33.42,150000.5,0,57.922
0147009C,0,1,0,1,40,40,1,1,38.18,34.95,87500.5,0,42.705
0147012C,0,1,0,1,47,44,1,0,38.18,33.42,62500.5,0,50.693
0147016C,0,1,0,1,50,62,0,0,61.56,39.18,150000.5,0,39.653
0147019C,0,0,0,1,39,38,1,0,35.78,33.42,62500.5,0,38.573
0150001C,1,0,0,1,39,39,0,0,38.18,53.5,62500.5,0,47.948
0150005C,1,0,0,1,31,31,0,1,33.42,34.95,27500.5,1,53.564
0150009C,0,0,0,1,31,33,0,1,53.5,53.5,62500.5,0,59.434
0150018C,1,0,0,1,32,29,1,1,38.18,38.18,37500.5,0,43.231
0151006C,0,0,0,1,30,32,0,0,38.18,39.2,7500.5,1,48.611
0154002C,0,0,0,1,36,44,0,0,57.83,57.83,62500.5,0,59.422
0154003C,0,1,0,1,41,45,1,1,38.18,33.42,62500.5,0,50.925
0154004C,0,0,0,1,35,34,1,1,38.18,39.18,62500.5,0,52.786
0154007C,0,1,0,1,38,40,0,0,63.43,53.5,200001,0,49.398
0154008C,0,0,1,1,30,49,1,1,35.78,34.95,32500.5,0,40.164
0154011C,0,1,0,1,45,45,0,0,63.43,38.18,87500.5,0,37.813
0154012C,0,1,0,1,37,36,0,1,38.18,77.5,200001,0,51
0154013C,0,1,0,2,53,56,1,0,38.18,53.5,37500.5,0,39.87
0154015C,0,1,0,1,36,37,0,1,35.78,35.92,62500.5,0,54.907
0154016C,0,1,0,1,37,42,1,0,38.18,38.18,87500.5,0,56.714
0154017C,0,1,0,1,45,46,0,0,53.5,64.89,150000.5,0,59.908
0154018C,0,1,0,1,39,43,0,0,34.95,35.63,45000.5,0,56.916
0154021C,0,1,0,1,46,50,0,1,34.95,48.69,62500.5,0,56.547
0154022C,0,0,0,1,37,38,0,0,38.18,35.78,87500.5,0,46.287
0154023C,0,1,0,1,41,43,1,0,34.95,53.5,87500.5,0,57.515
0154024C,0,0,0,1,38,39,0,0,38.18,35.78,87500.5,0,48.993
0155005C,1,1,0,1,37,37,0,0,53.5,53.5,200001,0,59.997
0155006C,1,0,0,1,40,40,0,0,72.1,35.78,62500.5,0,48.267
0155010C,1,1,0,2,42,44,1,0,38.18,34.95,87500.5,0,47.055
0155012C,1,1,0,1,44,38,0,0,48.69,39.2,87500.5,0,64.522
0155016C,1,0,0,1,40,45,1,0,48.69,39.2,150000.5,0,53.105
0155018C,1,1,0,1,42,44,0,1,38.18,59,62500.5,0,50.313
0155020C,1,0,0,1,42,33,1,0,35.78,29.6,150000.5,0,61.126
0155022C,1,1,0,1,42,57,1,0,34.95,38.18,150000.5,0,36.397
0155023C,1,0,0,1,34,35,0,1,38.18,53.5,150000.5,0,55.423
0157003C,1,0,0,1,42,40,1,1,53.5,35.92,62500.5,0,42.57
0157004C,1,1,0,1,38,39,1,0,38.18,48.69,62500.5,0,47.689
0157005C,1,1,0,1,38,40,1,1,38.18,39.18,62500.5,0,39.061
0157006C,1,0,0,1,38,43,0,1,38.18,39.2,62500.5,0,57.313
0157010C,1,0,0,2,48,43,0,0,38.18,53.5,150000.5,0,53.416
0157013C,1,1,0,1,38,41,1,1,38.18,53.5,87500.5,0,44.036
0157014C,1,1,0,1,34,34,0,1,53.5,53.5,62500.5,0,55.598
0157016C,1,0,0,1,39,38,1,0,38.18,34.95,87500.5,0,48.899
0157019C,1,1,0,1,42,43,0,0,53.5,53.5,87500.5,0,45.215
0157021C,1,0,0,1,46,45,0,0,38.18,57.83,87500.5,0,54.475
0159011C,1,0,0,1,37,42,0,0,35.78,33.42,32500.5,0,50.574
0159013C,1,1,0,1,46,41,0,0,38.18,53.5,150000.5,0,42.152
0159015C,1,0,0,1,37,38,1,1,34.95,35.78,62500.5,0,44.257
0159017C,1,0,0,1,37,42,1,1,38.18,35.92,32500.5,0,52.297
0159019C,1,1,0,1,36,39,1,1,38.18,39.18,45000.5,0,48.841
0159022C,1,1,0,1,42,46,0,0,35.78,35.78,87500.5,0,52.558
0161009C,0,1,0,1,49,51,0,0,53.5,48.69,200001,0,66.711
0161011C,0,1,0,1,42,49,0,0,52.54,72.1,87500.5,0,65.532
0161015C,0,1,0,1,42,43,0,0,63.43,59,150000.5,0,74.584
0167005C,0,1,0,1,45,47,1,1,38.18,39.18,62500.5,0,47.151
0167006C,0,1,0,1,38,40,0,0,38.18,35.78,87500.5,0,37.713
0167007C,0,1,0,1,35,37,0,0,53.5,38.18,45000.5,0,57.415
0167009C,0,0,0,1,40,41,0,0,38.18,64.89,87500.5,0,40.949
0167010C,0,0,0,1,45,50,0,0,61.56,77.5,150000.5,0,66.033
0167011C,0,0,1,1,42,43,1,1,35.78,48.69,87500.5,0,53.199
0167016C,0,0,0,1,36,37,0,0,61.56,61.56,150000.5,0,58.625
0167020C,0,1,0,1,32,43,0,0,53.5,39.2,62500.5,0,68.313
0168004C,0,1,0,1,46,52,1,1,38.18,34.95,45000.5,0,61.343
0168006C,0,1,0,1,37,42,1,0,63.43,34.95,150000.5,0,47.395
0168007C,0,1,0,1,38,41,1,1,38.18,39.2,45000.5,0,60.066
0168009C,0,1,0,1,32,33,1,1,35.92,39.2,37500.5,1,42.972
0168010C,0,1,0,1,38,38,0,0,61.56,34.95,87500.5,0,64.136
0168011C,0,1,0,1,36,36,0,1,34.95,39.18,32500.5,0,54.665
0168014C,0,1,0,1,37,37,1,0,34.95,34.95,62500.5,0,60.029
0168016C,0,1,0,2,32,43,1,1,35.63,35.63,17500.5,1,60.922
0168021C,0,1,0,1,44,62,0,1,38.18,35.78,62500.5,0,57.219
0169010C,0,0,0,1,40,36,1,1,38.18,37.67,17500.5,1,47.163
0169024C,0,0,1,1,26,29,1,1,38.18,35.92,17500.5,1,35.212
0171004C,0,1,0,1,41,50,1,1,34.95,53.5,62500.5,0,49.702
0171008C,0,1,0,1,38,42,0,0,38.18,39.18,32500.5,0,48.772
0171010C,0,0,1,1,28,32,1,0,38.18,33.42,45000.5,0,51.69
0171015C,0,1,0,1,44,50,0,0,35.78,63.43,87500.5,0,52.539
0171016C,0,1,0,1,52,61,1,1,38.18,39.18,62500.5,0,59.363
0174004C,0,0,1,1,34,42,1,1,34.95,29.6,27500.5,1,42.182
0175009C,1,1,0,1,41,41,0,0,63.43,53.5,62500.5,0,50.706
0176001C,0,1,0,1,45,47,0,0,48.69,53.5,62500.5,0,46.285
0176005C,0,1,0,1,40,40,0,0,53.5,63.43,87500.5,0,61.456
0176006C,0,0,0,1,38,45,0,0,38.18,77.5,87500.5,0,51.866
0176010C,0,1,0,1,40,42,0,0,38.18,48.69,87500.5,0,57.379
0176013C,0,0,0,1,38,38,0,0,35.78,53.5,87500.5,0,59.192
0176014C,0,1,0,1,41,39,1,0,38.18,53.5,62500.5,0,52.971
0176018C,0,1,0,1,44,42,0,0,53.5,53.5,150000.5,0,49.252
0176019C,0,1,0,1,40,41,1,1,33.42,33.42,87500.5,0,55.646
0176022C,0,1,0,1,38,47,1,0,34.95,39.2,62500.5,0,48.674
0176023C,0,1,0,1,47,46,0,0,63.43,53.5,150000.5,0,63.642
0176024C,0,1,0,1,34,38,0,0,35.78,34.95,87500.5,0,59.328
0178001C,1,0,0,1,42,40,0,0,61.56,48.69,62500.5,0,49.94
0178002C,1,1,0,1,37,39,0,0,35.78,35.78,62500.5,0,55.291
0178003C,1,1,0,1,44,48,0,0,38.18,53.5,62500.5,0,48.576
0178004C,1,1,0,1,35,39,0,0,61.56,53.5,150000.5,0,51.521
0178005C,1,1,0,1,44,47,0,1,38.18,53.5,87500.5,0,58.126
0178008C,1,1,0,1,38,40,1,1,53.5,39.18,87500.5,0,37.375
0178010C,1,1,0,1,40,40,0,0,57.83,35.78,200001,0,47.518
0178013C,1,1,0,1,38,45,0,0,57.83,48.69,62500.5,0,50.927
